transaction_amount,hour_of_day,is_weekend,num_items,customer_age,prev_transactions,distance_from_home,device_type,network_quality,is_first_transaction,store_type,velocity_score,is_fraud
118.3682753,3,0,2,,11,5.165105562,1,100,0,1,,0
80.60621091,3,0,3,18,1,19.16781249,0,,0,1,6.140091932,1
79.51567037,1,1,2,35.70406327,,29.63697821,0,67.17270507,0,0,5.879836942,0
142.6234322,3,0,2,35.46606259,23,40.83393945,0,88.98761812,0,0,,0
30.22757476,3,0,3,55.22691416,2,4.360682235,0,65.86584172,0,0,4.515948887,0
134.2645042,3,0,4,24.61922489,4,36.74554252,2,84.96164689,0,1,4.572270623,0
103.784747,2,0,1,23.82460658,3,0.306327717,1,66.42030035,1,0,7.014706751,0
162.961662,2,0,3,26.83059212,6,58.33720816,1,62.2728477,0,1,6.754035408,0
1.035009481,3,0,3,53.9609069,16,4.803435108,1,100,1,0,4.242992296,0
54.6218169,2,0,5,35.99509564,2,29.62787252,1,97.12515537,0,1,2.798647438,0
115.3490536,3,0,6,55.26851646,13,6.859680303,0,81.55430419,0,0,6.471634613,0
154.2947783,2,0,4,48.11900504,4,,0,64.49354678,0,0,2.2764603,0
95.23522338,3,0,3,38.576875,3,14.46266841,2,69.89845812,0,0,4.217698402,1
93.61726592,2,0,2,31.58945641,0,45.40156245,0,100,0,0,7.641643513,1
84.24566344,3,0,3,26.0264095,4,0.243434227,1,75.08755521,,0,6.803210394,0
70.50538411,3,0,2,26.39179867,6,11.22832029,1,56.78715114,0,0,4.397272587,1
38.12866809,2,0,1,50.46038449,9,40.87563462,2,,0,0,6.812386061,0
67.92565455,1,0,2,43.4091564,5,18.49431669,0,,0,1,3.939618912,0
131.0904981,3,0,3,52.50790799,3,0.991519691,1,100,1,1,,0
43.36075244,2,1,2,,2,17.41939251,2,37.8453987,0,1,,0
95.04120681,2,0,1,,5,71.3192182,1,71.58845572,0,0,3.588428264,0
214.9449062,2,0,6,45.11748711,3,,2,93.81717448,0,0,,0
36.28839405,1,0,2,,15,28.65775416,1,,0,0,4.719075105,0
51.67060545,2,0,1,18,1,25.62922088,1,75.12433582,0,1,5.440937749,0
148.1688065,2,0,5,38.38856368,2,31.10225082,1,100,0,1,7.117525039,0
92.30473865,2,0,3,23.02187268,3,19.99833268,0,,0,0,4.49880798,0
,3,0,5,32.30316338,13,87.17103308,1,80.75255574,0,0,5.385810462,0
43.82529834,3,0,4,39.85817871,18,22.15869243,2,61.50361254,0,0,,1
37.71413118,3,0,3,31.38950528,9,1.871453819,1,,0,0,5.771753091,0
112.0438379,2,0,5,26.6844246,14,7.659974755,0,,0,0,8.213594928,0
140.888315,2,0,2,40.65332307,15,49.19823111,0,91.32784314,0,1,6.441433376,1
74.70169005,3,0,2,23.38971721,2,59.72288946,1,68.64706419,0,1,-0.233825147,0
,2,0,5,18,1,40.44537508,2,62.16820585,0,0,5.76968553,1
184.2262417,2,0,6,50.13247931,1,12.8082544,0,81.0557723,0,0,,0
109.2154532,3,0,5,18,,25.54628962,0,70.41145449,0,0,3.947241083,0
64.8544281,2,0,3,,1,30.37350378,2,54.73393945,0,0,4.931348229,0
116.9276438,2,0,2,,0,75.48287878,1,91.44449186,0,1,3.270593871,0
40.90629373,1,0,3,39.86890166,3,18.83968461,,72.48035717,0,0,5.005784707,1
139.5831347,2,0,5,45.07988017,,19.90489662,,94.79776538,0,1,5.459870437,0
99.3081127,2,0,6,23.01552493,12,0.93814687,0,67.76238574,0,0,3.07100776,0
157.8416891,2,0,4,76.47354715,4,56.45386874,0,,0,0,0.232093827,0
127.0454259,2,0,0,45.23431023,6,38.11777971,1,69.38936328,0,0,5.645796343,0
49.79296166,3,0,3,46.47321275,27,91.20528424,0,78.99615368,0,1,2.504165675,0
87.5735691,2,0,,48.01945531,10,1.707542043,0,88.55642315,0,0,5.28886814,1
107.8346864,3,0,1,23.19062006,7,3.742965805,2,50.73743244,0,0,4.222421534,0
137.9412208,,0,3,42.39545071,2,2.376434622,2,72.86574674,0,0,3.807035767,0
,2,0,7,18.12801198,2,3.464775891,0,82.6755024,0,,,0
151.5499761,2,,5,18,8,24.8656387,0,69.72742541,0,0,3.221077725,0
50.41516683,2,0,1,32.772542,0,13.06822387,2,100,0,1,3.41398415,0
37.2432314,3,0,2,18,0,8.387999662,1,65.96293236,0,0,4.558696768,0
83.30902551,2,0,1,28.55971566,2,19.02331338,0,100,0,1,4.307708562,0
81.3583424,2,0,5,59.87488314,7,13.5113406,2,73.65583364,0,1,4.706731639,0
111.6434044,2,0,0,63.81382152,3,19.85877334,0,55.82288164,0,1,2.670610343,0
99.50775957,3,0,1,47.22405924,6,5.13648552,1,91.03511948,0,0,6.399937447,0
,2,0,0,73.08560478,15,66.25039831,0,64.13738819,0,0,3.201608227,0
32.89361258,2,0,4,20.15026842,1,26.94033278,1,46.69120227,0,0,4.987734831,0
77.57285817,2,1,2,68.65867621,8,31.29595367,0,100,0,0,7.113582142,0
,3,1,5,34.9567073,3,7.898469768,0,83.34630006,1,1,1.801407295,0
,2,0,6,28.45271155,9,9.817385202,1,56.63588921,0,0,4.924644652,0
112.3252389,2,0,3,22.17421015,6,36.36162429,0,100,1,0,8.689873134,0
45.15624603,2,0,4,,5,34.74351471,0,57.40705279,0,1,5.785676558,0
46.53727531,2,0,3,54.56106709,0,9.675278023,,74.19452794,1,0,4.375165747,0
104.0994407,2,0,3,,7,15.73616787,2,98.60438569,0,0,7.293319424,0
110.2194516,1,0,3,36.63688179,5,32.91612083,0,31.96482417,0,0,3.836931206,0
79.44875317,3,0,4,33.10033169,4,17.15111084,0,71.41860861,0,0,3.8196573,0
68.65164711,2,0,4,23.74430798,1,,1,,0,0,4.021341376,0
76.51177678,2,1,1,32.22084911,1,10.7144611,1,67.07148386,0,0,6.453308474,0
196.757702,2,0,2,39.4844092,8,13.93300661,0,95.04636897,,0,4.162196222,0
2.395610024,1,0,2,18.01584811,3,,2,73.65097468,,1,6.360081931,0
228.025148,1,0,4,,2,53.21805288,1,56.37369675,0,0,4.162121899,0
159.0064087,3,0,2,58.16940095,3,53.71886819,1,60.49092275,0,0,6.840576961,0
168.5050927,1,0,2,50.26860188,0,39.34449277,,69.56806803,0,0,3.610220044,1
24.10631267,3,0,4,,1,27.68733965,0,90.82175081,1,1,3.461801068,0
144.2615741,2,0,6,38.82325812,2,11.45183468,,63.1684105,0,1,3.83580653,0
77.49053676,3,0,4,53.68201887,6,56.55765838,2,72.89492659,0,1,7.125771914,0
106.9530199,2,0,1,,1,2.432651736,2,57.82998194,0,0,5.283128265,0
32.59072889,3,0,4,25.07487851,1,15.79956006,0,100,0,0,1.227605868,1
117.6027698,2,0,1,56.4954893,,38.9530095,0,100,0,1,1.981643014,0
136.9118615,3,0,4,20.15592749,2,17.52130502,1,76.11873004,0,0,6.62732225,0
161.7891096,3,0,0,,2,19.789169,0,62.86179006,0,0,4.95289959,1
101.3442919,3,0,4,25.23432401,9,,1,83.76457544,1,1,3.676884164,0
183.3612056,3,0,3,49.39595619,4,34.51559184,1,,,0,5.950359423,0
165.7457227,2,0,1,61.43801821,1,26.66437923,1,,0,0,7.405068692,0
11.54748481,3,0,3,41.23939063,5,9.985192324,,100,0,1,0.980407024,0
162.7701805,2,0,6,26.29665802,8,3.831849032,1,78.81741651,0,0,5.084321779,0
154.9491679,2,0,13,50.98122538,1,13.10685852,1,64.21034957,0,0,3.582559756,0
53.2280649,1,1,5,67.24765098,6,18.44085059,2,55.58946597,0,0,5.063691765,0
89.96803506,2,0,4,31.19008206,2,31.98505575,0,46.26756352,1,1,6.201907311,0
112.1843606,2,0,4,43.70110295,0,0.836361815,2,80.51923842,0,0,4.452950889,0
172.6308373,1,0,2,54.05732702,5,,0,83.34473997,0,0,8.20330614,0
134.9344407,1,0,1,,0,35.44184105,1,100,0,0,3.791180058,1
135.5479984,1,0,4,18,2,3.407890508,2,66.93506796,0,1,2.334003749,0
126.1125318,3,0,3,29.41838613,6,16.77653964,0,,0,0,7.628675988,0
138.5375105,3,0,2,39.40257529,10,,1,74.70913239,0,0,6.031024358,0
187.4068535,2,0,4,34.56486121,2,1.842172885,0,76.81732214,0,0,3.898636848,0
66.1803849,3,0,5,49.33808637,10,8.950839303,0,79.95603365,0,0,5.709337392,0
145.6310161,2,0,7,37.51453559,3,,1,62.54354999,0,0,5.346368562,0
77.75965809,2,0,2,,6,52.26415193,0,100,0,0,7.150125091,1
35.33635211,3,1,3,52.67475316,1,8.910268061,1,88.30955387,0,1,6.190265742,0
30.03469126,2,0,6,,4,18.42506521,0,59.02956975,0,0,4.804985085,1
164.0469788,2,0,1,33.25117794,1,15.24066388,1,63.73302205,0,1,7.517228327,0
61.6567981,2,0,3,18,3,14.32115158,2,76.0447345,0,0,3.390020937,0
104.6188396,,0,5,18,15,17.88728706,0,85.27987195,0,0,,0
100.8062394,3,0,5,36.52535036,2,2.436681902,0,87.45335854,0,0,,0
67.94593667,3,1,1,18,0,10.25221828,0,44.42037932,0,0,4.137488242,0
,,0,0,38.01255496,0,48.27742251,0,65.31066515,0,1,4.765288773,0
20.20530157,1,0,4,42.8988521,0,,2,100,0,0,3.79648596,0
113.9399906,3,0,1,36.28615818,0,17.63298462,0,60.31974898,0,0,4.026575738,0
,2,0,1,33.62990828,3,9.579373889,2,81.14221204,0,0,6.062852618,0
69.61768273,3,0,3,40.12956733,6,26.47951006,0,74.27639286,0,0,4.28262386,0
136.0951743,2,0,3,24.30486629,1,2.71581933,1,45.73254002,0,0,3.562166071,0
68.59281304,2,0,1,46.76581189,19,85.07714616,2,100,0,0,3.750047479,0
134.8161431,2,0,2,47.40972727,8,11.07167746,1,52.96948727,0,1,5.48168426,0
152.0477087,2,0,5,32.74455609,0,28.10716811,1,48.42651717,1,0,3.140442798,1
95.94770176,3,0,2,26.15230403,0,27.40292041,2,50.68387123,0,0,,0
118.6766842,1,0,6,34.00121389,1,66.48775787,0,86.0604117,0,0,,1
135.7867121,3,0,3,18,5,3.649184265,2,87.34476707,0,0,,0
58.80322565,1,0,5,32.42270246,5,8.099776634,0,71.95717514,1,0,4.027442505,1
74.24145505,2,0,2,45.32608271,5,30.94459326,1,51.89602674,0,0,7.032526231,0
71.07701356,,0,1,31.78030369,,7.842912192,0,76.01424245,0,0,3.913204538,0
131.3217336,3,0,1,18,11,20.97574733,0,58.99763729,0,0,6.820109009,0
107.5196893,1,0,1,24.91496036,7,26.42589176,2,48.14394345,0,0,5.355256752,1
111.5305424,3,0,3,18,6,2.765813362,0,62.6554238,0,0,8.959200935,0
121.9726345,2,0,2,,3,45.72563038,,,0,0,7.020597152,0
56.97933174,3,0,1,29.53231045,3,,1,,0,0,4.330469175,0
140.3523208,2,0,1,30.54674621,0,33.28964007,1,100,0,,2.734660946,0
136.5500313,1,0,1,45.00324887,5,,1,83.63419305,0,0,7.111718164,0
139.892189,2,0,2,23.41729632,24,16.36828519,0,88.82127298,0,0,8.16581951,0
96.94980141,2,0,7,56.38075723,1,15.91084181,,62.68145138,0,0,2.231964051,0
128.0392263,3,1,2,,2,1.641808717,0,72.11936842,0,0,6.702943728,0
89.32785645,3,0,1,31.21555197,2,49.89860213,,55.74731563,0,1,4.688146753,0
,2,0,1,37.58967053,2,0.485631145,0,82.97954141,0,1,2.317942781,0
82.42928821,3,0,4,,8,4.153120434,1,53.60147384,0,1,4.441049517,0
162.716918,2,0,3,18,,15.8781395,0,67.32050375,1,0,4.452324047,0
71.72118161,2,0,4,34.56307421,1,35.64041052,2,95.64954962,0,0,2.065356241,0
28.81586816,2,0,2,21.63628866,16,7.691711849,0,67.47761148,0,0,3.48208709,0
150.0291159,2,0,3,30.58935824,4,13.81710141,0,,0,0,2.860405942,1
71.51505185,3,1,2,28.29595894,7,50.76119338,1,74.02583878,0,1,4.105203435,0
1,2,0,2,52.8539536,8,69.20600776,0,43.75228277,0,1,8.067969672,0
1,2,0,10,,3,54.59991892,2,65.54435634,0,0,8.071987084,0
102.0295846,2,0,3,58.78043608,4,1.892503735,1,75.20505314,0,0,7.491772316,0
121.4153549,2,0,1,18,3,38.42105943,0,72.75795865,0,0,6.356342397,0
110.3901254,3,0,5,18,1,44.07997374,0,69.84428813,,0,6.804309833,0
,,0,5,65.42643984,0,2.602572949,1,75.28161642,0,1,4.560302597,0
58.29075756,3,1,3,39.44454871,1,57.44420189,1,60.68035688,1,0,4.616948275,0
124.1938326,2,0,5,18,10,4.80523678,1,51.87024842,0,1,4.243809974,0
91.99336022,2,0,2,,1,,0,76.24433574,1,0,,0
155.9316167,3,0,5,34.63166494,6,,1,69.77535203,0,0,,0
110.6046677,3,0,3,,1,19.48883415,1,82.02532084,0,0,8.647190321,1
120.0240693,3,0,1,65.71570349,1,80.81633614,2,67.0821127,0,0,1.124147183,0
108.8875053,2,1,3,51.53265623,1,24.74608028,1,,0,0,5.419655508,0
38.04736487,2,0,2,24.63000841,,49.20211286,2,87.84239878,1,0,3.821822397,0
101.740377,,0,4,26.77489832,22,3.065091732,1,42.60505019,0,1,4.028062504,0
104.0541271,2,0,3,35.10848328,0,41.2455313,0,60.08718773,1,1,4.840070954,0
,3,0,6,37.04404452,6,3.741215295,0,,0,0,5.911200687,0
167.7818929,2,0,2,24.57074467,0,146.7359747,2,99.19158238,0,0,3.710766619,0
72.22266103,3,1,1,27.39608638,1,38.24407104,1,72.49057689,0,0,6.438937632,0
83.34811905,3,0,2,71.88846808,5,108.2197253,2,54.47857107,0,1,6.910324664,0
50.47318374,2,0,5,53.82393245,6,18.52777542,0,57.70774066,0,0,,0
147.5007914,3,0,2,56.53262673,1,0.1253557,2,100,1,0,4.816139439,0
173.6335338,1,0,6,,7,12.98802485,0,88.39840694,0,0,5.062103312,0
72.94965671,3,0,3,29.32949494,8,68.06568202,0,58.97678685,1,0,,0
,2,0,2,40.08728448,0,3.002841866,1,81.26996969,0,1,7.894093444,0
,3,0,5,18,8,,0,65.77624922,0,1,1.215183838,0
161.5437257,1,1,3,18.12242398,0,29.7377835,0,72.42166068,0,0,4.917514335,1
73.85699864,2,0,3,28.89500026,2,33.62650263,,69.90860401,0,0,,0
46.62335429,1,,2,41.22686246,3,15.32963405,1,83.58528333,0,0,3.448443641,0
99.81987305,3,0,,67.90413159,5,37.05632386,,90.17888924,0,0,5.902724731,0
101.501574,3,0,1,41.18644768,3,,2,59.29503986,0,1,7.594613397,0
190.3044559,3,0,0,44.20670403,6,13.58532044,0,,0,0,3.447721584,0
78.53777899,2,0,2,32.41007929,,7.906352915,1,100,0,1,4.798069829,0
93.58682598,3,1,1,51.96072672,2,23.1003178,1,60.20737269,0,1,4.321746744,1
134.4853903,2,0,1,42.4506977,0,,1,49.00767248,1,0,-1.299665751,0
94.56199258,2,0,2,44.8413489,0,3.217991244,2,59.41253349,0,0,5.037028345,0
80.399368,2,0,2,29.87264652,3,9.992553205,2,47.20964628,0,1,5.647463781,0
111.6024969,3,0,1,50.68238334,0,28.50823168,0,70.82438944,1,0,4.246925795,0
,2,0,2,42.41539221,2,0.973266642,1,87.74071076,0,0,2.286369792,0
,3,0,2,57.57896017,0,52.91624829,0,67.95646939,0,1,6.590510269,0
,3,0,3,27.06494479,1,50.38399381,0,63.54380925,0,0,0.635610728,0
155.1608786,3,0,2,63.12494669,,16.35684157,1,94.01182444,0,0,3.762991482,0
,3,0,3,65.77647647,5,17.84840236,0,72.29778177,1,0,4.138757554,0
123.7583873,2,0,3,64.37135345,3,22.87725715,2,62.62181185,0,0,8.268015319,1
85.28787472,3,0,,18,0,28.27256586,0,86.43505891,0,0,2.125258696,0
169.4882067,3,0,3,50.64841533,0,12.89102991,1,88.75125097,0,1,8.09447213,1
88.57000423,,0,5,37.02602098,,5.196721176,1,73.35561421,1,0,4.858859837,0
,2,0,1,37.7213258,2,11.18890546,0,91.93899556,0,0,3.661621687,0
36.16257121,2,0,0,52.17179814,4,65.66073325,2,74.74457004,0,0,4.023836916,0
101.0546374,1,0,3,58.56791661,18,7.434876063,1,59.40571836,1,0,,0
49.5722658,,0,1,27.65151945,0,70.36323351,1,77.45388436,0,1,,0
80.39459234,3,0,1,29.0232727,,125.883138,0,39.19353416,0,0,3.672840429,0
125.995107,2,0,1,44.19029627,0,18.72604722,1,58.62167324,0,0,,0
105.1719065,2,0,4,30.56832238,1,1.195338996,2,60.15876371,0,0,2.851152374,0
1,3,0,1,35.30030386,,0.393747063,1,83.31092165,1,0,,0
,3,0,,45.20449242,0,23.12542248,1,82.16469062,1,0,0.510899802,0
55.06000949,2,0,2,,2,18.80254637,2,100,0,0,6.032734525,0
28.45843992,2,0,2,18,8,16.02870098,1,96.53462169,0,0,,0
138.9674502,2,0,3,18,4,22.32409354,,100,0,0,,0
88.91092981,3,0,4,27.24821104,,,1,47.46902269,0,0,4.039202266,0
111.0270714,1,0,3,44.259849,5,29.24748211,1,92.53933446,0,0,6.885546883,1
106.4684003,3,0,7,18,0,35.37118942,0,,0,1,7.092087402,0
63.45218621,3,1,2,41.76184144,12,6.718191323,0,74.86397509,0,1,4.337895894,0
16.8754006,3,0,2,27.95480776,0,20.96916656,0,84.83004671,0,1,4.895726537,0
90.21073645,3,1,2,58.24093847,0,2.936591294,1,59.56466571,0,1,,0
172.0972503,2,0,1,18,14,,0,60.42394536,0,0,7.463769876,0
87.49767427,2,0,1,,0,11.83573698,1,88.11667712,0,1,5.19463523,0
60.76190459,3,0,5,45.43778239,1,11.99309014,0,69.64867609,0,0,5.420058168,1
21.78791941,3,0,3,44.54031609,0,7.908067986,0,,0,0,2.675213061,0
96.60643092,1,0,3,,2,,1,90.87550874,0,1,7.204691507,0
125.0332861,3,0,2,38.55541478,4,97.81217737,1,53.21555306,0,0,,0
87.93819711,1,0,1,19.29025059,6,2.019271665,0,83.13118069,0,1,,0
,,0,,45.10124341,15,9.083021234,0,68.29506003,0,1,4.171419797,0
155.2762966,2,0,2,29.94497818,1,71.99614148,0,61.65781482,0,0,11.06208682,0
110.5641846,2,0,1,35.88597673,5,22.78499797,2,21.47895742,0,1,,0
52.17818116,3,0,3,32.7695445,8,20.67111629,1,75.0064225,0,0,3.608452413,0
103.3759241,2,0,4,,1,6.624040626,2,100,0,1,,0
106.6484837,2,0,4,27.80792777,11,135.8439865,0,73.71999946,0,0,2.783210045,0
161.3834496,3,0,0,,8,0.861852872,0,81.54165178,0,0,4.216039662,1
115.5625077,2,0,2,48.09102801,4,18.18541036,0,,0,0,6.113393967,0
237.9830019,3,0,1,28.93988861,2,43.72293254,,97.05452719,0,0,7.346258717,0
85.94179788,3,0,3,,5,37.60772788,0,,0,1,2.856769932,0
12.63891665,3,0,3,54.89538094,9,5.13516764,1,88.22867011,0,0,3.476770471,0
101.0208584,2,0,3,35.37548109,,16.83457881,0,34.45313553,0,0,,0
134.5809288,3,0,2,28.8068601,8,8.150762258,0,,0,0,7.54543926,0
106.1148752,2,0,5,27.62519598,12,19.92400827,1,72.29369318,0,0,2.192138951,0
170.1684985,3,0,3,19.15120138,6,15.91615586,,58.69326063,0,0,4.583972347,0
84.05768223,3,0,0,71.04991503,3,0.723818095,0,68.68091392,0,0,1.342633174,0
65.97529761,3,0,2,36.0921353,6,1.637233616,,98.92006518,0,0,6.679608815,0
129.6778361,1,0,3,31.11091877,7,18.40751433,,91.2684574,1,0,,0
41.9108078,2,0,1,22.55343544,1,1.897227832,1,89.20565071,0,0,2.90108971,0
74.11537136,3,0,4,32.57031224,4,28.02954854,0,80.73740708,0,0,6.036641687,0
183.0735083,3,0,0,32.51901309,1,11.05139382,1,77.31100497,0,0,7.216565049,0
113.2387655,3,0,5,55.15364964,7,6.486579668,1,68.68994885,0,0,6.489050312,0
153.1328645,3,0,1,40.33369533,13,13.59159776,2,57.58399498,0,,,0
55.90626744,1,0,3,32.32689937,0,5.55214987,2,92.84374768,0,0,6.798950504,0
1,2,0,3,22.18433243,2,11.58744414,0,51.57695454,0,0,5.58388658,0
192.319796,3,0,3,18,5,16.86387659,0,,0,0,5.95679833,0
186.7468288,,0,4,57.08609021,1,19.93227453,0,52.62579223,0,0,8.758169241,0
111.6892956,3,0,2,31.4224785,17,36.46489361,0,49.52811051,0,1,5.502563838,0
201.2154812,3,0,5,37.22675911,3,,1,69.26636105,0,0,,0
124.9932062,2,0,,70.07256014,2,27.87957378,0,67.62768444,0,0,4.293509832,0
87.64113087,3,1,3,59.16160238,,13.31884176,0,50.07183185,0,0,,0
20.09378241,3,0,3,18,0,6.087161248,1,75.0007295,0,1,3.734604487,0
132.6153076,2,0,6,,1,8.089414914,0,59.01087495,0,0,4.116099684,0
151.6940527,2,0,2,46.40480659,0,2.776399134,0,77.39159623,0,0,6.773609907,0
59.34928139,3,0,0,18,1,51.00171333,2,100,0,0,,0
150.3566668,2,1,1,29.24269173,1,1.415189497,1,55.7907224,0,0,6.221441225,0
,1,0,4,28.18770298,2,2.232586526,1,87.53008851,,1,4.181587652,0
69.52438989,1,0,4,23.85876858,1,0.029991093,0,43.32770543,0,0,6.034846949,0
12.57340134,3,0,2,35.51206117,25,21.82528053,0,85.78117887,0,1,7.085650798,0
73.69825787,3,0,3,18,3,62.84579117,0,79.76549371,0,0,2.84636086,0
65.47294738,3,0,4,28.79441546,6,21.82461718,2,95.18975415,0,0,4.7090954,0
105.0928148,2,0,3,18,5,2.756660297,2,36.67161939,0,0,6.228935264,0
44.01650527,2,1,5,20.34163827,2,4.832545507,0,86.89612764,0,1,4.994152903,0
148.0152584,2,0,3,18.95408142,1,34.74180304,0,89.10554113,0,1,3.391636394,0
120.9852804,1,1,5,52.71678272,2,38.49024152,1,100,0,1,3.959712334,0
139.4528344,2,0,5,23.40912042,,24.42141888,2,48.09549999,0,1,6.683071985,0
85.04963248,2,0,3,54.1813419,3,12.54947099,0,86.10770497,0,0,5.246762745,0
85.62762403,3,0,4,29.91107243,8,2.432810987,1,77.73860341,0,1,2.618677432,0
92.0847261,2,0,3,,2,34.86757257,0,53.21356914,0,0,6.179592378,0
100.517631,1,0,3,22.61899323,1,17.85213772,2,60.14163395,0,0,,0
55.23228132,3,0,4,30.51282498,13,12.00107907,1,54.65756331,0,0,,0
31.0340386,2,0,4,47.11183133,7,14.69403755,2,100,0,1,6.780085862,0
73.76687965,3,0,6,18,1,23.90044114,1,79.10120478,0,0,4.093937927,0
83.66633762,,,4,44.92285441,3,92.20424455,0,83.71218,,0,5.470156749,0
12.22810513,2,0,4,18,8,11.41145261,0,84.67485881,0,0,4.032154169,0
87.05727998,3,0,1,48.1383396,0,34.41880525,0,58.79987734,0,1,8.067934117,1
59.8587778,3,0,5,18,0,32.24839244,2,77.30530512,,0,5.033518713,0
132.2297716,2,0,2,29.6534293,1,14.27367879,0,62.43964294,0,0,5.412463886,0
49.30520239,3,0,6,38.88642805,1,13.42074014,0,68.32208192,,0,5.991330662,0
101.6071573,2,0,0,18,,3.244488921,0,100,,0,,0
153.5771576,3,0,1,58.41201735,0,17.00701107,0,69.75841566,0,0,7.62909992,0
79.37604941,2,0,2,26.66537505,5,7.973625146,1,53.50504225,0,1,5.715334381,0
174.8715842,3,0,4,18,4,10.68762413,0,82.13933307,0,0,2.812066535,1
61.63262186,2,0,4,48.37616439,0,1.03058194,0,98.56637957,0,1,4.071901746,0
40.30374968,1,0,0,34.38281087,0,6.630761241,1,78.51729304,1,1,5.989266398,0
75.85862046,2,0,2,32.55090178,10,9.667393314,0,72.46075096,0,0,3.177021257,1
128.4136689,3,0,,45.22572342,0,,0,74.68568576,0,0,4.27479743,0
56.35055166,2,1,4,,0,21.16079022,2,76.54618212,0,0,4.334199153,0
87.00999296,2,0,3,45.94901134,2,16.56127558,2,75.71207457,0,0,4.24681321,0
,2,0,1,,1,6.764553041,0,92.1066823,1,1,5.79630842,0
,3,0,2,26.42312603,7,,0,81.00600795,0,0,4.580543777,0
92.48785056,,1,2,36.86530474,7,16.25044173,0,89.48245819,0,0,3.833704089,0
83.64913412,2,0,5,29.58933061,2,45.60806694,2,71.9401569,0,0,9.803583078,0
183.6434101,3,1,4,23.33056144,8,,0,94.78424616,0,1,,0
156.7810074,3,0,0,34.44411466,2,74.5008959,1,68.81452805,0,1,6.022793695,0
117.5724104,3,0,3,24.21275717,,1.81805308,0,,1,1,,0
78.51825107,2,0,1,34.86598768,6,136.6875612,0,71.56627978,0,0,6.227433689,0
33.17157498,2,1,2,18,11,50.41046782,2,100,0,0,11.26313752,0
82.01156771,,0,11,24.18762931,11,13.19171341,,75.39520948,0,0,,0
125.2135374,2,0,1,28.95205303,0,10.93009498,0,81.07980165,0,1,5.199709348,0
121.8469085,3,0,0,38.15793895,,49.3531368,2,,0,0,4.783529121,0
104.8497982,1,0,1,21.89904996,1,,0,85.00268276,0,0,5.386116915,0
157.4222855,,0,3,25.65094826,0,18.45057938,1,71.75962472,1,1,8.052815525,0
1,3,0,0,28.58490372,4,4.788177946,2,70.77770799,0,0,5.004259402,0
116.5056895,2,0,3,36.70483304,12,114.2482394,0,92.10618706,0,0,6.500271871,0
142.5448981,3,0,3,18,16,21.62500079,0,88.38564369,0,1,4.233845083,0
87.64871496,2,0,2,44.4838879,1,52.93678535,1,84.58598039,0,0,5.39028921,0
53.87949078,2,0,5,53.12263105,6,,0,,0,0,4.515501563,0
53.65347642,2,0,4,52.34214689,2,,1,90.82759187,0,1,3.520297779,0
87.92847176,1,0,4,52.38291893,1,7.73151277,1,60.24271008,0,0,2.30447652,0
11.54620476,3,0,6,19.88630511,1,4.977988924,,100,0,0,5.50550525,0
84.71946929,2,0,1,,4,9.151995921,2,40.44915186,0,1,,0
80.33305938,2,0,2,38.64725371,1,45.29842552,0,81.60111256,0,0,6.412332906,0
50.24257591,2,0,3,,15,2.658700005,1,,0,0,5.37177954,0
190.0255591,3,0,6,62.87897679,13,26.93700044,2,62.72611685,0,0,1.5416643,0
21.84828467,3,0,3,24.47525849,5,,0,89.25433164,0,0,5.377437985,0
68.95762009,3,0,4,36.64179002,2,46.13701542,1,50.94161319,0,0,7.51199657,0
95.07059339,2,0,1,18,2,26.99881954,1,100,0,0,8.39250793,0
32.17090977,2,0,0,29.02340607,0,9.934566605,2,83.26804852,0,1,3.854293561,0
130.4452678,2,0,2,,3,24.56902967,0,71.5676046,0,0,,0
,2,0,1,25.50123693,7,7.70020911,1,37.07360053,0,0,6.341016231,0
,2,0,2,25.83265968,23,64.48923851,0,,0,0,3.510242838,1
135.1720067,3,1,2,18,0,,,74.02025656,0,1,7.348024131,0
57.15740674,2,0,2,,,5.5511704,1,100,0,0,2.630851946,0
63.35155504,2,0,0,28.68764013,10,17.82532076,1,83.78486361,0,0,6.221160573,0
76.40340671,3,0,4,18.07615489,0,39.08735109,0,,1,0,5.963694138,0
137.1632047,3,0,4,,8,9.847821987,1,65.85061112,0,1,6.979263462,0
95.40157669,1,0,3,27.86749649,6,29.71570594,0,82.17981577,0,1,6.01862273,0
168.7853407,2,0,1,36.52724533,2,42.95573682,0,57.70734567,0,1,6.29195328,1
94.49972506,1,0,5,18,9,63.40644703,1,94.94637819,0,0,4.249427982,1
105.3603981,2,1,3,65.49601476,10,,2,,0,1,4.565758473,0
96.82132304,2,0,6,63.23178345,16,,0,100,0,0,,0
61.98181794,2,0,0,20.92688884,12,33.89130938,0,68.61825815,0,0,5.089165671,0
144.7677715,3,0,3,28.99799935,7,,0,100,0,1,4.676673751,0
114.4584322,1,0,5,36.22130491,3,,0,81.67426867,1,1,5.447463011,0
130.2803116,2,1,1,42.9340112,3,43.12575538,2,74.59497095,0,1,,1
47.72352572,2,0,2,38.59823364,3,13.47710973,1,100,0,0,6.82922043,0
91.48071173,3,0,1,20.85813908,6,17.1586416,0,73.84922124,1,1,5.069360883,0
6.003780743,3,0,4,19.36596371,15,11.62114086,1,70.44418282,0,0,,0
39.25969321,2,0,4,,0,11.32384171,0,90.68191481,0,0,5.610958,0
